,name,city,country,region,members,fullurl,created,past_events,upcoming_events,visibility,last_event
806,R-Ladies Denver,Denver,USA,US/Canada,107,https://www.meetup.com/rladies-denver/,02-07-2019,6,0,public,25-05-2021
807,R-Ladies Addis Ababa,Addis Abeba,Ethiopia,Africa,538,https://www.meetup.com/rladies-addis-ababa/,21-03-2018,26,0,public,09-03-2021
808,R-Ladies Göteborg,Göteborg,Sweden,Europe,160,https://www.meetup.com/rladies-goteborg/,23-11-2019,5,0,public,03-11-2020
809,R-Ladies New Delhi,Delhi,India,Asia,340,https://www.meetup.com/rladies-new-delhi/,01-09-2019,9,0,public,06-09-2020
810,R-Ladies Gainesville,Gainesville,USA,US/Canada,355,https://www.meetup.com/rladies-gainesville/,04-07-2018,31,0,public,10-11-2020
811,R-Ladies Atlanta,Atlanta,USA,US/Canada,279,https://www.meetup.com/rladies-atlanta/,14-12-2017,6,0,public,15-11-2019
812,R-Ladies Jakarta,Jakarta,Indonesia,Asia,570,https://www.meetup.com/rladies-jakarta/,06-07-2019,13,0,public,03-04-2021
813,R-Ladies Dallas,Dallas,USA,US/Canada,670,https://www.meetup.com/rladies-dallas/,04-03-2018,34,3,public,01-06-2021
814,R-Ladies Lavras,Lavras,Brazil,Latin America,58,https://www.meetup.com/rladies-lavras/,16-04-2019,4,0,public,08-06-2021
815,R-Ladies Cotonou,Cotonou,Benin,Africa,35,https://www.meetup.com/rladies-cotonou/,29-03-2018,2,0,public,08-02-2020
816,R-Ladies Helsinki,Helsinki,Finland,Europe,408,https://www.meetup.com/rladies-helsinki/,07-09-2018,15,0,public,10-03-2021
817,R-Ladies Mumbai,Mumbai,India,Asia,101,https://www.meetup.com/rladies-mumbai/,23-11-2019,2,0,public,27-02-2021
818,R-Ladies Oxford,Oxford,United Kingdom,Europe,32,https://www.meetup.com/rladies-oxford/,12-01-2020,0,0,public,01-01-1970
819,R-Ladies Niš,Niš,Serbia,Europe,12,https://www.meetup.com/rladies-nis/,22-02-2020,0,0,public,01-01-1970
820,R-Ladies Boston,Boston,USA,US/Canada,969,https://www.meetup.com/rladies-boston/,16-09-2016,42,0,public,12-01-2021
821,"R-Ladies London, Ontario",London,Canada,US/Canada,461,https://www.meetup.com/rladies-ldnont/,17-01-2017,28,0,public,03-03-2020
822,R-Ladies Coventry,Coventry,United Kingdom,Europe,271,https://www.meetup.com/rladies-coventry/,22-02-2020,5,0,public,18-05-2021
823,R-Ladies São Mateus,São Mateus,Brazil,Latin America,7,https://www.meetup.com/rladies-sao-mateus/,21-03-2021,0,0,public,01-01-1970
824,R-Ladies São Paulo,São Paulo,Brazil,Latin America,1272,https://www.meetup.com/rladies-sao-paulo/,10-02-2018,23,0,public,08-05-2021
825,R-Ladies Colombo,Colombo,Sri Lanka,Asia,279,https://www.meetup.com/rladies-colombo/,15-12-2019,5,0,public,22-04-2021
826,R-Ladies Syracuse,Syracuse,USA,US/Canada,8,https://www.meetup.com/rladies-syracuse/,30-11-2019,0,0,public,01-01-1970
827,R-Ladies Kingston,Kingston,Canada,US/Canada,3,https://www.meetup.com/rladies-kingston/,21-03-2021,0,0,public,01-01-1970
828,R-Ladies New Orleans,New Orleans,USA,US/Canada,38,https://www.meetup.com/rladies-new-orleans/,30-11-2019,1,0,public,11-02-2020
829,R-Ladies Darwin,Darwin,Australia,Australia,7,https://www.meetup.com/rladies-darwin/,21-03-2021,0,0,public,01-01-1970
830,R-Ladies Nairobi,Nairobi,Kenya,Africa,730,https://www.meetup.com/rladies-nairobi/,13-06-2020,9,0,public,12-06-2021
831,R-Ladies Mid-Mo,Columbia,USA,US/Canada,117,https://www.meetup.com/rladies-mid-mo/,15-12-2019,15,0,public,27-04-2021
832,R-Ladies Monterrey,Monterrey,Mexico,Latin America,349,https://www.meetup.com/rladies-monterrey/,12-01-2020,8,0,public,05-03-2021
833,R-Ladies Vitória,Vitória,Brazil,Latin America,201,https://www.meetup.com/rladies-vitoria/,29-09-2019,4,0,public,28-04-2021
